Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-1773298414638198,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298414248029,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298413853168,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298413449158,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298413006226,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298412608149,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298412222099,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298411811132,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298411439124,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298411054135,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298410661134,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298410290114,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298409915109,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298409524057,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298409110059,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298408710046,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298408300077,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298407891084,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298407490081,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298407101132,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298406702849,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298406285226,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298405889039,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298405509194,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298405111304,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298404704324,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298404291212,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298403889199,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298403499195,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298403122876,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298402720099,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298402334065,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298401945058,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298401550061,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298401149976,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298400763980,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298400356000,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298399975965,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298399588977,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298399173984,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298398774979,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298398383961,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298397990074,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298397611067,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298397221390,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298396841155,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298396432134,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298396034235,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298395650238,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298395266168,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298394864320,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298394470326,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298394081353,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298393680406,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298393299502,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298392912502,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298392519439,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298392122585,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298391725585,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298391357565,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298390942988,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298390559646,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298390174749,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298389785760,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298389411744,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298389019823,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298388629828,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298388246772,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298387855664,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298387406750,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298387037769,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298386652836,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298386219725,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298385821744,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298385432719,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298385016530,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298384615573,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298384217451,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298383822500,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298383431494,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298383044401,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298382651388,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298382259271,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298381876998,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298381481185,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298381094149,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298380697128,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298380302049,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298379904041,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298379516039,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298379130933,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298378733952,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298378318761,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298377933816,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298377556809,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298377183700,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298376809704,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298376416503,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298375999511,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298375613599,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298375233494,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298374836592,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298374440576,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298374061584,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298373668575,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298373260567,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298372884559,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298372490559,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298372053459,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298371645533,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298371243538,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298370843542,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298370446327,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298370051455,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298369653502,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298369258530,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298368855357,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298368446342,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298368053482,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298367650498,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298367263473,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298366870447,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298366458463,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298366069392,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298365658459,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298365254455,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298364860445,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298364464448,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298364050506,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298363653476,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298363268421,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298362863337,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298362481389,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298362068397,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298361689376,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298361301381,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298360910286,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298360526002,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298360131361,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298359739326,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298359350368,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298358953352,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298358556351,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298358169359,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298357775357,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298357388201,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298356993313,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298356575225,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298356160362,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298355764370,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298355371450,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298354963409,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298354570447,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298354130544,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298353735539,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298353343408,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298352945416,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298352554411,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298352173501,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298351783499,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298351370582,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298350984580,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298350578348,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298350200687,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298349831510,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298349441655,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298349026480,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298348633733,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298348261851,00000712,false,Rx,0,8,03,22,18,16,FF,FF,FF,FF,
-1773298347593836,00000712,false,Rx,0,8,04,31,02,04,16,FF,FF,FF,
-1773298347195876,00000712,false,Rx,0,8,04,31,03,04,16,FF,FF,FF,
