Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
-1773298530752390,00000712,false,Rx,0,8,03,22,06,06,FF,FF,FF,FF,
-1773298530192293,00000712,false,Rx,0,8,03,22,06,06,FF,FF,FF,FF,
